Account_Age,Friends_Followers_Ratio,Account_Reputation,Account_verification,Followers_count,Friend_count,List_count,Tweets_count,Retweet_count,Reply_count,Favorite_count,Char_Num_Per_Tweet,Label,Text
1077,0.175510204,0.149305556,0,43,245,0,1020,0,0,0,77,non spam,هديه جوالات ايفون مقدمه الذهبي عبدالعزيز بغلف بمناسبه فوز النصر العالمي شارك الهاشتاق شكرا…
2496,0.175531915,0.149321267,0,132,752,0,19925,0,0,0,65,non spam,عاجل النصر يشرف الوطن وحيدا ابطال اسيا تغلبه علي الاهلي وتاهله الي نصف النهاءي
3761,0.175602176,0.149372108,0,226,1287,0,14610,0,0,0,75,non spam,سالوا وزير داخليه الامارات انت قلق علي مصر ابدا فالدوله قهرت المغول قادره علي هزيمه البغول
929,0.175609756,0.149377593,0,72,410,0,15736,0,0,0,93,spam,سمو وزير الرياضه الامير عبدالعزيز تركي الفيصل يقدم مكافاه ماليه تحفيزيه قدرها ريال لكل لاعب لاعبي نادي النصر في…
3563,0.175845147,0.149547879,0,645,3668,0,356,0,0,0,94,non spam,خير خلف لخير سلف التوفيق والسداد لصاحب السمو الشيخ نواف الاحمد الصباح مواصله مسيره التنميه والبناء راجين المولي…
2708,0.175895765,0.149584488,0,108,614,0,2545,0,0,0,67,non spam,مسابقه سريعه لفاءز شده متابعه الحساب منشن تحت التغريده  ⏱ السحب ساعه ⏱ ببجي شدات ببجي
955,0.175906183,0.149592022,0,165,938,0,9456,0,0,0,38,non spam,فريق منظم دفاعي النصر بيومه بالراحه باذن الله
1693,0.175948345,0.149622512,0,436,2478,3,35543,0,0,0,35,non spam,بيركب الطياره لاعبي الهلال المصابين بقطر
2375,0.176033934,0.1496844,0,498,2829,0,17899,0,0,0,81,non spam,بصراحه كنت مستني لبليشكوفا واحده مره حياتها بتلعب جراند سلام مجرد تحقيق مكسب الدور التمهيدي بالن…
3214,0.176033934,0.1496844,0,166,943,0,6018,0,0,0,81,non spam,ماجد الخليفي مستشار مجلس قناه الكاس يشيد بالهدف لفريق النصر السعودي النصر الاهلي دوري ابطال اسيا …
1486,0.176079734,0.149717514,0,53,301,0,2367,0,0,0,80,non spam,هديه جوالات ايفون مقدمه الذهبي بمناسبه فوز العالمي النصر شارك الهاشتاق شكرا وزير الرياضه السحب…
3332,0.176132738,0.149755833,0,276,1567,0,495,0,0,0,52,spam,تنزلين علي شفايفي واتلذذ بطعم الجنس موسم ترجمه كوفيد سكس كتابي
409,0.176258993,0.149847095,0,147,834,0,5516,0,0,0,87,non spam,مصر تنعي الشيخ الاحمد • السيسي الامه العربيه والاسلاميه فقدت زعيما عظيما اغلي رجالها الشيخ الاحمد الصباح …
63,0.176276771,0.149859944,0,107,607,0,1834,0,0,0,86,spam,الخاص فرجت والرجا فالله فاتوره كهرباء ايتام تقبل نصف المبلغ وضعهم صعب جدا التحقق  اخوي عابر حاله والله وا…
37,0.176470588,0.15,0,15,85,0,87,0,0,0,65,non spam,دوله مدنيه ماشي عسكريه اري مصر كاني اري حال مستقبل الجزاءر العسكر اعداء الحريه
5,0.176470588,0.15,0,15,85,0,29,0,0,0,72,non spam,بمناسبه تاهل النصر لنصف النهاءي اسيا سحب مبلغ ريال كاش رتويت للتغريده ومتابعه السحب سا…
3153,0.176470588,0.15,0,240,1360,1,13339,0,0,0,86,non spam,الاهلاوي يهبط فريقه درجه خامسه يخسر بالسته والخمسه بس انت قول هاردلك ياملكي تلاقيه بعدها مستانس ومبسوط …
46,0.176470588,0.15,0,3,17,0,497,0,0,0,100,spam,عاجل وزير التعليم حمد ال الشيخ الوزاره قيمت العمليه التعليميه ورفعت بالنتاءج للمقام السامي للخروج بقرار العوده الي الم…
1993,0.176470588,0.15,0,9,51,0,12368,0,0,0,76,spam,يقول البعيد العين متخبي بالقلب يوجد حياه الانسان لحظه غريبه يعرف يفسرها يدرك سرها ابدا لكنه…
227,0.176470588,0.15,0,18,102,0,741,0,0,0,85,spam,الصحه اعراض فيروس كورونا وشدتها تختلف شخص لاخر احرصوا علي استشاره الجهه المتخصصه الاتصال علي تطبيق صح…
13,0.176470588,0.15,0,3,17,0,217,0,0,0,90,spam,معلمه خصوصيه تاسيس وتقويه ومتابعه برسوم رمزيه بسيطه حاصله علي شهادات وخبره واسعه قران بالتجويد والقاعده ال…
2500,0.176501035,0.150021997,0,341,1932,0,4091,0,0,0,86,non spam,عاجل الجيش الاذربيجاني منطقه اغ ده ره يبيد الفرقه الثالثه الجيش الارميني بكره ابيها ويدمر الاليات التي…
45,0.176680741,0.150151808,0,544,3079,0,2301,0,0,0,85,non spam,المءلم اننا نرء دول تتطبع معا اسراءيل وتاريخ هاذه الدول لايتجاوز سنه كيان عمره سنه يطبعان ويتامرو علي د…
2967,0.176870748,0.150289017,0,52,294,0,17347,0,0,0,91,non spam,مكالمه بابا وانا مراا مشتاقتلو حبيبي معزول متكرون ماشفتو سمعتو تخيلو تشتاقوا لشخص فنفس البيت ايش كورونا عبيط
1647,0.17709438,0.15045045,0,501,2829,0,17244,0,0,0,81,non spam, متابعه عضو اللجنه المركزيه لحركه فتح عباس زكي  فرق موقف الكويت واميرها الراحل رفض التطبيع وبين موق…
3101,0.177246094,0.150559934,0,363,2048,1,5427,0,0,0,86,non spam,العالمي الي نصف النهاءي وعن جداره فاز بهدفين ⃣ ⃣ علي الاهلي واصبح المتاهلين للمربع الذهبي  مارتينيز  عبدالف…
3875,0.177290837,0.150592217,0,267,1506,0,11432,0,0,0,45,non spam,هوشيار زيباري سقوط صواريخ قرب مطار اربيل العربيه عاجل
2386,0.177304965,0.15060241,0,150,846,0,4982,0,0,0,66,non spam,فيتوريا نجح سحب لاعبين الاهلي لايجاد ثغره خلالها سجل النصر لمسه هدف وعمل نموذجي
440,0.177317214,0.150611247,0,616,3474,0,68627,0,0,0,91,non spam,النصر الاهلي مبروك للعالمي وجمهوره هاردلك للملوك الاهلي يحتاج عمل كبير وتغيير كبير المحليين والاجانب والا ن…
345,0.177638454,0.150842946,0,680,3828,0,142758,0,0,0,56,non spam,مسابقه قويه علي الي تسويه تابع ريتويت لهذه التغريده السحب ساعه موثق
2859,0.177663104,0.15086072,0,482,2713,1,6971,0,0,0,17,non spam,النصر الاهلي مبرووك 
2025,0.177724166,0.150904746,0,442,2487,0,12514,0,0,0,58,non spam,ياررب توفيقك اربح اسيج الوطني السعودي  همه حتي القمه حظنا بالسعوديه  ال…
43,0.177777778,0.150943396,0,16,90,0,1165,0,0,0,74,spam,تحكم الادارات بالفم المليان مره كره القدم خط احمر انا محارب وجعل يربط دعمه برحيل وتنصيب ثم…
178,0.177777778,0.150943396,0,128,720,0,956,0,0,0,74,non spam,بمناسبه تاهل النصر لنصف النهاءي اسيا سحب مبلغ ريال كاش رتويت للتغريده ومتابعه السحب ساعه
2442,0.177852349,0.150997151,0,212,1192,0,1064,0,0,0,81,non spam,حزب النور مصر مواقفهم تشبه وقوف شيخ علي باب بيت دعاره لينصح الخارجين منه بالغسل الزنا فلا دخل زنا ول…
795,0.177868296,0.151008646,0,262,1473,0,8964,0,0,0,84,non spam,تغتالوا الامل نفوس الكفاءات الصحف المصريه تحذف مقالا للمتحدث العسكري تحدث هزليه المشهد السياسي ب مص…
2499,0.177987962,0.151094891,0,207,1163,1,13816,0,0,0,66,non spam,مبارك الفوز والانتصار  وهذا النصر لفنه يشار ونحيي شقيقنا الاهلي الملكي علي رقيه
3375,0.178043912,0.151135208,0,446,2505,0,31262,0,0,0,59,non spam,عاجل الاتحاد الاسيوي يختار سلطان الغنام افضل لاعب مباراه النصر الاهلي
2846,0.178247734,0.151282051,0,59,331,0,538,0,0,0,74,non spam,بمناسبه تاهل النصر لنصف النهاءي اسيا سحب مبلغ ريال كاش رتويت للتغريده ومتابعه السحب ساعه
855,0.178325123,0.151337793,0,181,1015,0,1910,0,0,0,52,non spam,شفت الصوره مرتبطه فيك لامست احساسك بسيط سوي ريتويت عمه كلب كلبه
8,0.178343949,0.151351351,0,28,157,0,115,0,0,0,84,non spam,سمو الامير الراحل الشيخ الاحمد حريصا علي وصول المساعدات الكويتيه الي الشعوب المتضرره مباشره الجهات…
620,0.178362573,0.151364764,0,61,342,0,3627,0,0,0,65,non spam,عاجل النصر يشرف الوطن وحيدا ابطال اسيا تغلبه علي الاهلي وتاهله الي نصف النهاءي
2062,0.178403756,0.151394422,0,38,213,0,528,0,0,0,89,non spam,الاهلي جا للدوحه تاديه واجب فقط لانه مشارك البطوله اشتغل علي عكس النصر الي قدم مهر البطوله وصفقاته الي جابت ا…
366,0.178473177,0.151444412,0,519,2908,0,622,0,0,0,74,non spam,بمناسبه تاهل النصر لنصف النهاءي اسيا سحب مبلغ ريال كاش رتويت للتغريده ومتابعه السحب ساعه
36,0.17847769,0.151447661,0,68,381,0,3282,0,0,0,65,non spam,عاجل ديوان الرءاسه صرح مصدر مسءل الشيخ محمد زايد ال نهيان اعتذر لان ماعليه صلاه
1223,0.178571429,0.151515152,0,5,28,0,3,0,0,0,91,non spam,همه حتي القمه نعود لدروسنا بجد واجتهاد وانضباط فهذا ابسط عطاء لوطننا يغمرنا بخيراته فحب الوطن يترجم بالافعال…
994,0.178571429,0.151515152,0,10,56,0,235,0,0,0,86,non spam,هيي لله لسان حال اخر الرجال المسلمين المحترمين ومنهم بديع والبلتاجي الشاطر وغيرهم يا الله فك اسرهم وانك…
2801,0.178571429,0.151515152,0,15,84,0,121,0,0,0,80,non spam,هديه جوالات ايفون مقدمه الذهبي بمناسبه فوز العالمي النصر شارك الهاشتاق شكرا وزير الرياضه السحب…
610,0.178571429,0.151515152,0,5,28,0,199,0,0,0,9,non spam,جمعه النصر
595,0.178571429,0.151515152,0,405,2268,0,185,0,0,0,39,non spam,مين تجي بحظني واشيل ملابسها وامص صدرها سكس عربي
1007,0.178657074,0.151576806,0,894,5004,0,53977,0,0,0,72,non spam,جريمه واي جريمه ذالك بحق نادي كبير نادي الهلال يا جماعه الي قاعد يحصل ل كبير اسيا شي يخجل م…
361,0.178674352,0.151589242,0,62,347,0,2803,0,0,0,17,non spam,مصابو الهلال يعودون
110,0.178688525,0.151599444,0,327,1830,0,3688,0,0,0,80,spam,وزاره الصحه بحكومه السيسي ارتفاع اجمالي المصابين بفيروس كورونا الي والوفيات تبلغ حاله الاخبار
808,0.17877095,0.151658768,0,32,179,0,3873,0,1,0,67,non spam,التعاون ونقول بالاخير النصر يتاهل معليش يعني يلعب بدون اصابات غيابات اعوذ بالله
538,0.178947368,0.151785714,0,17,95,0,896,0,0,0,91,non spam,اداء راءع ومشرف لاول بطله مصريه تشارك رولان جاروس ميار شريف ومستنيين اكتر السنين الجايه يا بنت مصر خير مثال وقد…
216,0.178988327,0.151815182,0,92,514,0,1983,0,0,0,3,non spam,مصر
169,0.179083095,0.151883354,0,125,698,1,2452,0,0,0,78,non spam,باءعه ترتكب جريمه فقط تريد تطعم اولادها بالحلال تتسول وتسرق التعامل معها وبوحشيه والسبب انها…
2103,0.179084967,0.151884701,0,137,765,3,11044,0,0,0,102,non spam,الحمدلله علي الفوز مبروك للجميع وهاردلك للاهلي ؛ شكرا للجماهير والجهاز الفني والاداري وزملاءي اللاعبين خطوه مهمه والجاي ا…
2709,0.179104478,0.151898734,0,12,67,0,22,0,0,0,75,non spam,وزير الرياضه مكافاه ماليه قدرها ريال لكل لاعب لاعبي النصر حال بلوغهم نهاءي دوري ابطال اسيا
1335,0.179104478,0.151898734,0,12,67,0,1767,0,0,0,83,non spam,عمره ايه بس الثمانينات التسعينات مصر كلها بتتفرج علي رولان جاروس ويمبلدون الناس عارفه متابعه ابطال…
1753,0.17921147,0.151975684,0,100,558,0,550,0,0,0,79,non spam,بمناسبه فوز النصر سحب علي جوالات ايفون قيقا الشروط متابعه حسابي رتويت للتغريده يحق للفاءز استب…
1440,0.179344808,0.152071563,0,646,3602,1,27378,0,0,0,93,non spam,سفن ايطاليه واسبانيه ويونانيه تمارس صيد اسماك التونه بمياه مصر الاقليميه بكل اريحيه صيادوا غزه الغلابه قتلوهم
3018,0.179370629,0.152090127,0,513,2860,6,4978,0,0,0,89,non spam,نزعت الجزمه واريدك تتامل جيدا اقدامي جمال شكلها تتخيل راءحتها حتي تدرك انت مثير للشفقه ريتويت وانت راكع يا ك…
1867,0.179487179,0.152173913,0,21,117,0,251,0,0,0,79,non spam,دشن سعاده رءيس الجامعه الوطن العربي د محمد ابراهيم الزكري مهرجان التدريبي والذي ياتي بالتزامن …
374,0.179487179,0.152173913,0,7,39,0,29,0,0,1,76,non spam,السلام عليكم الخير للجميع كنت تبحث وظيفه ارسل نحبثلك وظيفه تناسب مءهلاتك باسعار رمزيه فكره…
989,0.179551122,0.152219873,0,72,401,0,4350,0,0,0,94,non spam,لاتزال القنوات الوطنيه تواصل القذاره والاسقاطات النجسه والتقليل النصر وتشويه افراحه خبر دراسه الغاء كاس العال…
2607,0.179555085,0.152222721,0,339,1888,0,5401,0,0,0,79,non spam,عاجل اداء صلاه الميت الغاءب علي صاحب السمو الشيخ الاحمد الجابر الصباح رحمه الله بالمسجد الحرام
21,0.179856115,0.152439024,0,25,139,0,2619,0,0,0,62,non spam,ولايه الفقيه ولايه الطاغوت العراق ومصر والشام وليسوا ايران اخيار العراق و…
49,0.17989418,0.152466368,0,34,189,0,329,0,0,0,5,non spam,النصر
2240,0.179919679,0.152484683,0,224,1245,0,28353,0,0,0,90,non spam,الواد يوسف الشهير بنعناعه لقي اغلبيهجمهوره جماعه الاخوان بالجزاءر فحب يعمل حلقه كوميديه الجزاءر ومشاكلها…
410,0.179930796,0.152492669,0,104,578,0,5794,0,0,0,23,non spam,تلفزيون الكويت الخير هذي ال
1514,0.179930796,0.152492669,0,52,289,0,4162,0,0,0,88,non spam,الرجاء الادباء والمثقفين والفنانين وكافه الرياضيين مشاركتنا التاق لدعم البطل السعودي النصر ممثل الوطن
163,0.18,0.152542373,0,9,50,0,257,0,0,0,23,non spam,مدير بنتلي عاشق للنصر النصر
84,0.180030257,0.152564103,0,238,1322,0,23564,0,0,0,78,non spam,الشكر الثناء علي يقدم الخير والاحسان والشعور بالامتنان واجبنا مقابله الاحسان بالاحسان حتي ك…
1322,0.180064309,0.152588556,0,56,311,0,1412,0,0,0,87,non spam,حبيبي كابتن فهد القناعات تغيرت وامسي دوري ابطال اسيا باليته الحاليه امتداد ل كاس الدوري الاسيوي سابقا تت…
1389,0.18013245,0.152637486,0,136,755,0,3882,0,0,0,5,spam,الخير
37,0.18018018,0.152671756,0,20,111,0,97,0,0,1,62,spam,اصاله انسانه حقوده لايوجد فرق بينها وبين فانزاتها اصاله تحترم حداد الكويت
781,0.180228648,0.152706553,0,268,1487,0,5467,0,0,0,80,non spam,الناءب الدكتور عبدالله النفيسي يوقع علي وثيقه العفو الشامل ديواننا نبيها عفو رابطه دعاه الكويت
1200,0.180487805,0.152892562,0,74,410,0,5127,0,0,0,72,non spam,اتوقع بيروزي يفوز علي النصر فضلوها وراح اقفل حسابي فاز النصر النصر الاهلي الاهلي النصر
30,0.180555556,0.152941176,0,13,72,0,471,0,0,0,95,non spam,اطالب قري مصر النجوع الكفور الصعايده الرجاله بنزول ميدان التحرير الجمعه اكتوبر لتحرير الوطن ورفع الظلم والمحافظ…
2572,0.180645161,0.153005464,0,28,155,0,1275,0,0,0,87,non spam,شكرا وزير الرياضه ومواقف وزير الرياضه مشرف الانديه المشاركه اسيويا فالنصر يمثل الرياضه السعوديه يمثل ن…
136,0.18079096,0.153110048,0,64,354,0,7256,0,0,0,85,non spam,ببجي مسابقه علي سكن الارنب اللي يطبق الشروط يفوز معنا باللبسه الشروط ⃣ متابعتي علي السناب  ⃣ رتويت لتغريده ⃣…
369,0.180921053,0.153203343,0,55,304,1,231,0,0,0,80,non spam,هديه جوالات ايفون مقدمه الذهبي بمناسبه فوز العالمي النصر شارك الهاشتاق شكرا وزير الرياضه السحب…
3557,0.181040892,0.153289267,0,487,2690,0,1123,0,0,0,90,non spam,صفات امير الكويت عبدالله السالم زاهد السلطه ويمتلك الثقافه والمعرفه كمواطن كويتي اتمني ولي عهد الكويت القا…
285,0.181141439,0.153361345,0,73,403,0,54174,0,0,0,106,non spam,السعوديين والبحرينيين والقطريين والعمانيين والاماراتيين وكل شعوب العالم شاركونا احزان فقيد الكويت الامير الراحل الشيخ صبا…
52,0.18115942,0.153374233,0,25,138,0,1064,0,0,0,73,non spam,مسابقه خفيفه يفوزون ب الطقم الجديد شانيل شروطها سهله متابعه حسابي رتويت صلو علي النبي في…
13,0.18115942,0.153374233,0,25,138,0,554,0,0,0,87,non spam,العاشر لاحتفاليه اسيج باليوم الوطني قم بالرد واختر الاجابات الصحيحه فولو رتويت تطبق الشروط والاحكام ار…
2371,0.18134715,0.153508772,0,70,386,0,2209,0,0,0,65,non spam,عاجل النصر يشرف الوطن وحيدا ابطال اسيا تغلبه علي الاهلي وتاهله الي نصف النهاءي
3266,0.181506849,0.153623188,0,53,292,0,351,0,0,0,79,spam,مرسي نقصت نقطه مايه تمنها حياتي ذهب الهلافيت زياره لاثيوبيه حقد وغل الدكتور مرسي اثيوبيه هتطلق…
1583,0.181636727,0.153716216,0,91,501,0,662,0,0,0,88,non spam,العالم الجيولوجي الامريكي كارل سابين تويتشل اواءل العلماء زاروا المملكه يقول الملك عبدالعزيز وابناءه و…
27,0.181818182,0.153846154,0,4,22,0,68,0,0,0,91,non spam,تمنياتي لاخي الشيخ نواف الاحمد الصباح بالتوفيق والسداد قياده الكويت الشقيقه مزيد التقدم والرخاء وباذن الله…
852,0.181818182,0.153846154,0,6,33,0,411,0,0,0,80,non spam,هديه جوالات ايفون مقدمه الذهبي بمناسبه فوز العالمي النصر شارك الهاشتاق شكرا وزير الرياضه السحب…
323,0.181818182,0.153846154,0,14,77,0,146,0,0,0,55,non spam,السيسي يوجه باعلان حاله الحداد العام مصر علي وفاه امير الكويت لمده
89,0.181818182,0.153846154,0,4,22,0,826,0,0,0,47,spam,الشي الغريب مره التاريخ نشوف جمهور النصر يشجع النصر اسيا
11,0.181818182,0.153846154,0,6,33,0,118,0,0,0,26,spam,ببجي تابعوه يسوي مسابقات ع شدات 
2825,0.181818182,0.153846154,0,130,715,0,2526,0,0,0,89,non spam,مبروك مقدما للعالمي التاهل الي دور الاربعه دوري ابطال اسيا لاول مره تاريخه فالهم الكاس الاهلي كادت تكون تار…
13,0.181818182,0.153846154,0,2,11,0,104,0,0,0,61,non spam,العالم كله يشهد الرءيس السيسي رجل الانجازات التعمير مصر ربنا يوفقه ينصره
255,0.181818182,0.153846154,0,2,11,0,43,0,0,0,82,non spam,عصيب علي الامه العربيه كلها ليست الكويت فقط فقدنا ابا عظيما زعيما سيخلد التاريخ حكمته تنسي مصر وقفت…
385,0.181818182,0.153846154,0,10,55,0,37,0,0,0,85,spam,فقدت برحيل الشيخ الاحمد الصباح رحمه الله اخا عزيزا وصديقا كريما وقامه كبيره نفسي مكانه عظيمه وتقدير يس…
12,0.181818182,0.153846154,0,4,22,0,102,0,1,0,70,non spam,يقدرون السنه هذي سهله مره خاصه انهم استبعدو الهلال المنافس القوي والفقر تري مالعب ال…
26,0.181818182,0.153846154,0,4,22,0,122,0,0,0,67,non spam,مبروك لجمهور الشمس النصر عقبال النهاءي يارب هاردلك لرجال الاهلي دوري ابطال اسيا
811,0.181818182,0.153846154,0,6,33,0,654,0,0,0,65,spam,سحب علي نسخه قيمتها كاش الشروط • فولو فولو ل •رتويت السحب الرتويت ساعه وبختار الفا…
98,0.181818182,0.153846154,0,4,22,0,20,0,0,1,64,non spam,الجوارب البيضاء المحشوه بتجميع سي سكس معصيتي راحتي رتويت ولايك كلمني لان اول…
328,0.181818182,0.153846154,0,2,11,0,79,0,0,0,24,non spam,الله يوفقهم النصر ممثل الوطن
2078,0.182022472,0.153992395,0,81,445,0,6475,0,0,0,73,non spam,هيبه النصر تتجاوز اسماء اللاعبين الي اسم النصر المهيب ابارك للجميع وليس للنصراويين فقط
478,0.182033097,0.154,0,77,423,0,76,0,0,0,102,non spam,الحمدلله علي الفوز مبروك للجميع وهاردلك للاهلي ؛ شكرا للجماهير والجهاز الفني والاداري وزملاءي اللاعبين خطوه مهمه والجاي ا…
733,0.182080925,0.15403423,0,63,346,0,4565,0,0,0,85,non spam,تنتهي افراحنا الليله ونعود للدعم ونبتعد الشاءعات خطوه فقط الي نهاءي كاس القاره عاصمه المجد الرياض قول…
3155,0.182586644,0.154395997,0,216,1183,1,23308,0,0,0,77,non spam,هديه جوالات ايفون مقدمه الذهبي عبدالعزيز بغلف بمناسبه فوز النصر العالمي شارك الهاشتاق شكرا…
2225,0.182608696,0.154411765,0,21,115,0,194,0,0,0,78,non spam,ياتي وعام يمضي وكل يظل الوطن شامخا ومناره التوحيد الي الابد همه حتي القمه همه التعليم قمه للوطن
191,0.182675815,0.154459753,0,639,3498,1,68299,0,0,0,62,spam,ض فني لاي ك رت ويت سوي فول و الرت ويت اضمن مت ابع دقيقه ضي فوا وضي فني كود خصم ستاي…
789,0.183081324,0.154749568,0,896,4894,0,47863,0,0,0,74,non spam,بمناسبه تاهل النصر لنصف النهاءي اسيا سحب مبلغ ريال كاش رتويت للتغريده ومتابعه السحب ساعه
35,0.183333333,0.154929577,0,22,120,0,2881,0,0,0,84,spam,عقب التويتر الطويطر كلن عقل الزميل سابقا صالح الحمادي مقطع منتشر يقول عطيت مخرج مصر هدايا الريس موجود…
1144,0.183333333,0.154929577,0,99,540,0,5911,0,1,2,36,non spam,محمد الشناوي قرارته غلط الطلوع العرضيات من…
3420,0.183544304,0.155080214,0,29,158,0,2603,0,0,0,84,non spam,عاجل الامير عبدالعزيز تركي الفيصل يقدم مكافاه ماليه قدرها ريال لكل لاعب لاعبي النصر حال بلوغهم نهاءي…
266,0.183564568,0.15509468,0,172,937,0,9552,0,0,0,17,non spam,النصر الاهلي مبرووك 
2816,0.183622829,0.155136268,0,222,1209,2,5782,0,1,0,55,non spam,اقسمبالله بطلت العب ببجي الهاكات قهرو ام امي الله يلعنهم كريهيينن
58,0.183673469,0.155172414,0,36,196,0,818,0,0,0,62,non spam,فيديو تعرف علي منصه مسار وكيل وزاره الخدمه المدنيه فيصل باخشوين الاخباريه
1464,0.183711245,0.155199375,0,397,2161,0,7623,0,0,0,45,non spam,ايوه واخذو النصر اغلا صفقه تاريخ الدوري الامريكي يورو
643,0.1838,0.155262713,0,919,5000,0,25547,0,0,0,57,non spam,نقل جثمان الشيخ الي مسجد بلال رباح لاداء صلاه الجنازه الاخباريه عاجل
14,0.183908046,0.155339806,0,16,87,0,468,0,0,0,49,non spam,اختي الشارجه دياثه نايوك ينيجني ركيبي مخاوش خبقي سكس كتابي
1629,0.184005346,0.155409219,0,826,4489,0,94097,0,0,0,72,spam,بمناسبه تاهل النصر لنصف النهاءي اسيا سحب مبلغ ريال كاش لفاءزين رتويت للتغريده ومتابعه …
2730,0.184066933,0.155453149,0,506,2749,1,8235,0,0,0,44,non spam,فيديو امطار غزيره بالقرب العوالي بمكه المكرمه تصوير
302,0.184070796,0.155455904,0,104,565,0,6214,0,0,0,71,non spam,الكويت تودع امير الانسانيه الشيخ الاحمد الصباح وداعا امير الانسانيه الرءيه بلا حدود
1391,0.184115523,0.155487805,0,51,277,0,2072,0,0,0,53,non spam,نبارك لممثل الوطن نادي النصر تاهله الي نصف نهاءي دوري ابطال اسيا
173,0.184143223,0.155507559,0,72,391,0,1928,0,1,0,27,non spam,بنت كلب بس يحطون ستوري ويفككونها
3659,0.184146931,0.155510204,0,762,4138,2,753,0,0,1,34,non spam,الكويت اشرقت شمس بلا صباح سعود هاشم اربيل
1692,0.184210526,0.155555556,0,14,76,0,1284,0,0,0,34,non spam,اخيرا الجزيره تنتقد اداره الهلال الهلال
268,0.184210526,0.155555556,0,14,76,0,361,0,0,0,23,non spam,خلفيات النصر بيتي مارتينيز
14,0.184210526,0.155555556,0,49,266,0,593,0,0,0,3,non spam,مصر
83,0.184210526,0.155555556,0,7,38,0,48,0,0,0,87,non spam,عاجل وزير التعليم قيمنا العمليه التعليميه مضي خمسه اسابيع بدايه العام الدراسي والرفع بالنتاءج للمقام ا…
2642,0.184210526,0.155555556,0,70,380,0,1806,0,0,0,91,non spam,النصر ممثل الوطن النصر ممثل الخليجيين والعرب يشهد الله فخرنا وكلنا النصر المحيط للخليج يدنا بيدكم وكلنا سعود…
331,0.18424102,0.155577299,0,159,863,0,9679,0,0,0,89,non spam,اتمني جمهور الهلال الغالي تكرار سفاهات وتفاهات كنا ننتقدهم البطولات الاسيويه مشاركاتنا حركات المحرومين…
2945,0.184336199,0.155645161,0,193,1047,1,2137,0,3,0,43,non spam,السداسيه كاس العالم صعبه ظل وجود نادي النصر السعودي
1552,0.184407796,0.155696203,0,123,667,0,3684,0,0,0,72,non spam,مصر ازمه رغيف العيش المغرب ازمه رمي رغيف عيش لماذا نتضامن اخواننا المصريين محنتهم ونرس…
230,0.184414039,0.155700653,0,310,1681,0,43437,0,0,0,86,non spam,النصر الاهلي يوجد لدينا شرايح زين للتنازل زين لامحدود ريال شهريا الضريبه وبدون استخدام عادل لامحدود ري…
2745,0.18442623,0.155709343,0,135,732,0,1779,0,0,0,48,non spam,قبر امير الكويت رحمه الله قبور الامراء تختلف قبور الفقراء
808,0.184466019,0.155737705,0,19,103,0,484,0,0,0,80,non spam,هديه جوالات ايفون مقدمه الذهبي بمناسبه فوز العالمي النصر شارك الهاشتاق شكرا وزير الرياضه السحب…
1404,0.184469431,0.155740136,0,525,2846,3,8978,0,0,0,81,non spam,عاجل الرءيس الايراني اتصال رءيس وزراء ارمينيا المنطقه تحتمل حربا جديده وحل الخلاف يتم عبر الحوار
508,0.18455229,0.155799192,0,270,1463,0,24987,0,0,0,76,non spam,والله دفاع هجوم نص تحس تكتيك يالله انك تصبرنا علي هالعك الشوط اسحب الاسمري ونزل غريب جناح وما…
1133,0.184782609,0.155963303,0,17,92,0,305,0,0,0,85,non spam,فقدت برحيل الشيخ الاحمد الصباح رحمه الله اخا عزيزا وصديقا كريما وقامه كبيره نفسي مكانه عظيمه وتقدير يس…
667,0.184782609,0.155963303,0,17,92,0,86,0,0,0,80,non spam,هديه جوالات ايفون مقدمه الذهبي بمناسبه فوز العالمي النصر شارك الهاشتاق شكرا وزير الرياضه السحب…
3466,0.184823441,0.155992391,0,246,1331,0,954,0,0,0,65,spam,تقشر الي الجانب حتي تمسك المراه الناضجه الجنس الادغال عجاءب الطبيعه افلام سكس
2499,0.184931507,0.156069364,0,81,438,0,667,0,0,0,102,non spam,اعلام ومشجعين نادي پرسپوليس الايراني يتداولون وقوف وتشجيع جماهير الهلال السعودي النادي الايراني لاستكمال مشوار البطول…
869,0.185116471,0.156201078,0,898,4851,0,6311,0,1,0,51,non spam,مصر كلها بتفتخر بيه بس بنحب نعرفهم مستواهم ايه ونادي القرن ايه
331,0.18512209,0.156205079,0,326,1761,1,5176,0,0,0,38,non spam,تعالي نلعب لعبه اختاري لون ودزيه خاص سكس كتابي
2418,0.185148515,0.156223893,0,187,1010,0,4559,0,0,0,57,non spam,هارد ياملوك ماقصروا الشباب وباقي النصر فريق اقوي قدر الله وما شاء فعل
72,0.185185185,0.15625,0,20,108,0,76,0,0,1,7,non spam,خاله عمه
1980,0.185262065,0.156304729,0,357,1927,3,43596,0,0,0,57,non spam,وزير الاوقاف منابر مصر تصدح بالولاء والانتماء للوطن الجمعه القادمه
384,0.185298622,0.156330749,0,121,653,0,2042,0,0,0,94,non spam,فرجت ابشر ياقاضي الحاجات ويامزيل العثرات ويافارج الكربات ليس بالوجود رب سواك فادعوه وليس بالكون اله غيرك فارجوه…
1091,0.185483871,0.156462585,0,115,620,0,2069,0,1,0,28,non spam,السلام عليكم الخير كيان والمصافي
